,Brand Name
1192,Clean Beauty Collective .
1193,Clean Coconut
1194,Clean Kids Naturally
1195,Clean Machine
1196,Clean Skin Club
1197,CleanClean
1198,CleanerAll
1199,cleanjourney
1200,CleanLife Products (No Rinse Laboratories)
1201,Cleanlogic Body Care
1202,Clear Conscience
1203,Clear Light-the Cedar Company
1204,Clearly Basics
1205,ClearSPF (Suntegrity Skincare)
1206,Cleen Beauty
1207,CleenCare
1208,Clemantines soap & more
1209,Clemedy
1210,Clémence et Vivien
1211,Cleo Noir
1212,Cleo&Coco Natural Body Care
1213,Clever Beauty
1214,Cleverfy Beauty
1215,Cleyo
1216,Clientele
1217,Cliganic
1218,Climb On Products
1219,CliqOnU
1220,Clove + Hallow
1221,CLT International
1222,Club 92 by Slatkin + Co.
1223,CMD Naturkosmetik
1224,cn innovations
1225,CNC Since 1971 (Stephie & Joe)
1226,CNFN (Brand Hatchers)
1227,C.O. Bigelow (L Brands)
1228,CO. by Colgate
1229,Coastal Classic Creations
1230,Coats
1231,Cobi Dryer Sheets
1232,CoCaBee
1233,Coco and Pearl
1234,Cocoa Brown
1235,Cocoa LaBear
1236,Cocoa Pink
1237,Cocokitty Beauty
1238,Coconut Health & Healing
1239,Coconutty Ltd.
1240,Cocoon Apothecary
1241,Cocooning Care
1242,Cocunat
1243,Code 8 (NCBA)
1244,CODE Beautiful
1245,Codi International BV
1246,"Codi N Codi, Inc."
1247,coeur de beauté
1248,COFRE CÓSMICO
1249,Cokor Zone (Buykorea International)
1250,COL-LAB
1251,COLAB
1252,Colbert MD Skincare
1253,colibri cosmetics
1254,Collagreen (Blend Republic)
1255,Collectif Beauty
1256,Collinge & Co
1257,Color Dept
1258,Color Me Beautiful
1259,Color Me Shade
1260,Color My Image
1261,Color Oops
1262,Color Space
1263,Colora
1264,Colorbar Cosmetics
1265,Colorevolution
1266,Coloris Cosmetics
1267,COLORISI
1268,Colormake
1269,Colormates Cosmetics
1270,ColorProof Evolved Color Care
1271,Colour by DB
1272,Colour by TBN
1273,Colour Intense
1274,Colour Junkie Cosmetics Limited
1275,Colour Me Bronze
1276,Coloured Raine Cosmetics
1277,"Coloured Raine Cosmetics, LLC"
1278,Colourette Cosmetics
1279,ColourPop Cosmetics
1280,Columbia Cosmetics Manufacturing
1281,Colure Hair Care
1282,Comeitto
1283,Comette Cosmetics
1284,Community Cosmetics
1285,Community Goods
1286,Completely Bare
1287,Complex Beauty
1288,COMPTOIR DES LYS
1289,Conair
1290,Concept Now Cosmetics
1291,Concrete Minerals
1292,Confident Beauty
1293,Confira Labs
1294,Conscious Choice
1295,Conscious Cosmetics
1296,Conscious Skincare
1297,Consita Beauty Products
1298,Consonant Skincare
1299,Contact Sports Soap
1300,Contuel
1301,Coola Suncare
1302,Cooltiva
1303,Copaïba
1304,Coppelo
1305,CORAL Skin Care
1306,CORANIA
1307,Core Home
1308,Corganic
1309,Corinda Couture
1310,Cornwall Brands
1311,Corpa Flora
1312,CORPUS
1313,Corrective Skin Care
1314,Cortex USA
1315,Cos Pro Labs
1316,COSANEA
1317,Cosfly Cosmetics
1318,COSLYS
1319,COSMAU
1320,COSMED COSMECEUTICALS
1321,CosMedix
1322,Cosmetic Junction
1323,COSMETIC SECRETS
1324,Cosmetica Natural Kuyay
1325,Cosmética Natural Ngen
1326,Cosmetica Nicolé
1327,Cosméticas Panal
1328,Cosmeticon
1329,Cosméticos Naturales Spa
1330,Cosmétiques Étymologie
1331,Cosmetiques France Laure
1332,COSMETIX UNLIMITED INC
1333,Cosmetria
1334,Cosmevia
1335,Cosmic Nutracos
1336,Cosmic Tree Essentials
1337,"COSMILA (JT Co., Ltd.)"
1338,COSMOLEA
1339,Cosmolive Kozmetik
1340,Cosmopharma
1341,COSMOPOLITAN
1342,Cosmunique (Ayurata)
1343,Cosphera
1344,Costa Brazil
1345,COTE COSME
1346,Cotton On
1347,Cotton On BODY
1348,Country Comfort
1349,Country Goddess
1350,Country Save
1351,CountryPet Pet Food
1352,Coutiver
1353,COVAC Beauty
1354,Cover FX Skin Care
1355,Cover’d Supplements
1356,CoverNatural
1357,Covix
1358,Coyam
1359,Crabtree Lane
1360,Craftamo
1361,Crandles
1362,Crayola Beauty
1363,Crazy Cat Lady ™ Concoctions
1364,Crazy Color (Professional Beauty Systems)
1365,Crazy Owl (Anisia Consumer Care)
1366,"Crazy Rumors, LLC"
1367,CREAM CO
1368,CREAM WHIPPING CREAM
1369,Creative Soul Cosmetics
1370,Creme Supreme (Henkel)
1371,Creo Care
1372,CRETE
1373,Crimson Catz
1374,Crisania Neri
1375,Cris’s Blends
1376,Cristyboom Cosmetics
1377,Crowd Culture
1378,"Crown Royale, Ltd."
1379,Cruelty Free Girls
1380,"Crystal Bar Soap, Inc."
1381,CRYSTAL Mineral Deodorants
1382,Crystal Nails UK
1383,Crystal River Soapworks
1384,Crystal Wellness Company
1385,CTFO
1386,Completone
1387,Cuccio Naturale
1388,Cuerpa
1389,Cult51 Ltd
1390,curata
1391,Curezma Pharmaceutical Solutions
1392,Curl Appeal Beauty
1393,Curl Collection
1394,CURLS (BBI)
1395,Curls N’ Lengths
1396,Curly Mermaid
1397,Custom Candle Co.
1398,Cute Bunny
1399,Cutiepaw
1400,CUTIGEN LABORATORIES Inc.
1401,CutisBio
1402,CVC Lab (JL International)
1403,CW BEGGS & SON (Groupe Marcelle)
1404,Cycles of Life
1405,CYKLAR
1406,CYLN Global
1407,CYRÈNE
1408,Cyrene
1409,Cenee (Hybré)
1410,CHB COSMÉTICOS
1411,Camia
1412,Cuidado
1413,CosmoLab
1414,Dabur
1415,Daby
1416,DADO SENS (Börlind)
1417,Dafna’s Personal Skincare
1418,Dahrum International
1419,DAHUER
1420,Dailus
1421,Daily Defense
1422,Dakota Biotech
1423,DaLish Cosmetics
1424,Dalla
1425,Dallas Manufacturing Company
1426,Damiva
1427,Damn Good Beauty
1428,Dancing Dingo
1429,DANDAN
1430,Dandelion
1431,Danmarks Dufte
1432,DAPOP Argentina (Tinu SRL)
1433,Darcy’s Botanicals
1434,Dare Lashes
1435,Dare to be Young
1436,Darklight Beauty
1437,das boep
1438,Dashbo
1439,Dashing Diva
1440,Daughter Earth
1441,David Essentials
1442,Daycell
1443,Dayla Cosmetics
1444,Daylily Paris
1445,DAYS SKINWEAR
1446,DayTox
1447,DB Designer Brands Cosmetics
1448,DBS Basics (Empresas DBS)
1449,DBS Cosmetics (Empresas DBS)
1450,D&C Organics
1451,DE BLANC (REBORN)
1452,De Castañas y Amores
1453,Deadly Sins Cosmetics
1454,Dear Dahlia
1455,Dear Katie Brown
1456,"Dear, Klairs"
1457,Dear Me (San-0-Mants Healthcare)
1458,Dearest Fannie
1459,DEAUTY Skin
1460,DEBBY (DeborahGroup Spa)
1461,Deck Of Scarlet
1462,Deconstruct (Baypure Lifestyle)
1463,DedCool
1464,Dede
1465,Deep Steep
1466,Deepa Lashes
1467,DeeVee
1468,Defenderm (360 Perspective Inc.)
1469,DefineMe Fragrance
1470,De’Flora
1471,defy & INPIRE
1472,DEFY Labs
1473,Deinde
1474,Delavie Sciences
1475,Delia Organics
1476,Delicate Daisys Botanical Beauty
1477,Delightful Botanicals
1478,delilah
1479,Della e Delle
1480,Delta Dental of Kentucky (Delta Choice Holdings)
1481,DeLys d’Eden
1482,deNatura s.r.o.
1483,Dental Delight
1484,DENTAL-Kosmetik
1485,Deodorant Stones of America
1486,derma-e Natural Bodycare
1487,Derma France
1488,Derma Geek
1489,Derma Glove
1490,Dermabien
1491,Dermablend
1492,Dermadeli
1493,DERMAdoctor
1494,dermaFIT (EX Healthcare Inc.)
1495,DERMAGE
1496,DERMagic Skin Care for Animals
1497,DERMAGIUS
1498,DermakidsLab Co.
1499,Dermalogica (Unilever)
1500,Dermaloop
1501,Dermamular
1502,DermaPharm
1503,Dermaquest
1504,Dermarose Skin Revitalized
1505,Dermaspa
1506,Dermatologic Cosmetic Laboratories
1507,Dermelect Cosmeceuticals
1508,DERMO
1509,DERMOCRACY (Dermocratic Brands Lab)
1510,DermOrganic Laboratories
1511,Dermotechnic Beauty Systems
1512,Dermova
1513,Dermpix
1514,Desert Essence
1515,DesertPea Skin Care
1516,Design Essentials
1517,Designer Brands Cosmetics
1518,Designer Lashes
1519,Design.ME
1520,DESIGNROOT
1521,Designworks Investments
1522,Desinchá
1523,Destin Skin by EMony Destine
1524,Destiny Boutique
1525,Deutsche Kosmetikwerke
1526,DevaCurl (Henkel)
1527,Devance Cosmétiques
1528,DeveloPlus
1529,Devinah Cosmetics
1530,Devita Natural Skin Care
1531,Devonine Skincare (Hyun and Company)
1532,Devoted Creations
1533,DEW MIGHTY
1534,Di Menegotto
1535,Dialect Fragrances
1536,DIAM BEAUTY
1537,Diamond Drunk (Toy Box Brands)
1538,Diana’s Naturkosmetik
1539,"Dickinson Brands, Inc."
1540,Dicky (Tan London)
1541,Die Kosmetikbude
1542,Die Kräuter Magie
1543,Dieteticos Intersa SA
1544,DIFIABA
1545,Dimension Nails
1546,Dimpleskins Naturals
1547,Dingonatura
1548,DINNÉ Cosmetics
1549,Diora Kimya
1550,Dirt Products
1551,DirtyBird Energy
1552,Disguise Cosmetics
1553,Dishu
1554,Disrupt Skincare
1555,Disrupting Beauty
1556,Disruptor London
1557,Distribuidora Alün SpA
1558,Distribuidora Breas
1559,Divas Never Age
1560,Divas on Fleek
1561,Dixie Bits
1562,Diyar
1563,Djerf Avenue
1564,DKCOS
1565,DLS Cosmetics
1566,DN Cosmetiques
1567,DNA Cosmetics
1568,Dobner Kosmetik
1569,DOCTOB
1570,Doctor Landon
1571,Doctor Rogers
1572,Doctors Landon and Zhang
1573,Dog e Katz Innovations Inc.
1574,DOG IT YOURSELF
1575,Dog Nature
1576,Dogchies
1577,DOG’S LOVE
1578,DOG’S LOVE / CAT’S LOVE
1579,DOGS VEGAN
1580,Dolce & Gabbana Beauty
1581,Doll 10 Beauty
1582,dollface
1583,Dollylocks Organic Products
1584,DollyMoo
1585,Dolphin Organics
1586,Domaine du Cèdre
1587,dome BEAUTY
1588,Donna Marie Beauty Products
1589,"Don’t Panic, I’m Botanic (Henkel)"
1590,doonails
1591,Doori Cosmetics
1592,Dora Jean Cosmetics
1593,Doriana Cosmetics
1594,Dose of Colors
1595,Dossier
1596,Dosso Beauty
1597,Dosy7
1598,Dot Dot Dash
1599,Dot & Key Skincare
1600,Double B Tailored Beauty
1601,Double Dip
1602,Doucce
1603,Douces Angevines
1604,Dova Natural Perfume
1605,Dove (Unilever)
1606,Doxel Pet Care
1607,"Dr. A.C. Daniels, Inc."
1608,Dr. Alkaitis Organics
1609,Dr. Arsy
1610,Dr. Base
1611,Dr Batra’s Positive Health Products
1612,Dr. Berrettini’s Mendocino Minerals
1613,Dr. Botanicals
1614,Dr. Brandt Skincare (Cosmetic Dermatology)
1615,Dr. Bronner’s Magic Soaps
1616,Dr.Dana Beauty
1617,Dr. Danton
1618,Dr. Denese
1619,Dr. Dennis Gross Skincare
1620,DR Department
1621,Dr. Dewy
1622,Dr. Emi Arpa Skin
1623,Dr.Gentle
1624,Dr. Glam
1625,Dr. Goodpet
1626,Dr. Harvey’s
1627,Dr. Hauschka Skin Care
1628,Dr. Hess Products
1629,DR IRENA ERIS
1630,Dr. Jacobs Naturals
1631,Dr. Jon’s Handcrafted Soap Co.
1632,Dr. Ken’s (Floss & Go)
1633,Dr. LEVY Switzerland
1634,Dr. Nina Skin
1635,Dr. Oh
1636,Dr. Orga (The Cypress Beauty Laboratory)
1637,Dr. Organic
1638,Dr. PAWPAW
1639,Dr. Perry Skindustries
1640,Dr. Rashel (PP Consumer)
1641,Dr Roebuck’s
1642,Dr. Sager’s HomeoTherapeutics
1643,Dr. Savon
1644,Dr. Severin
1645,Dr. Sharp Natural Toothpaste
1646,Dr. Singha’s Natural Therapeutics
1647,Dr. Spray’s
1648,Dr. Squatch
1649,Dr. Tippelt & Kunze
1650,Dr. Tung’s
1651,DragonMarin
1652,Dragun Beauty
1653,Dragun Beauty
1654,Drainbo
1655,DRAPHÉE
1656,DraussenImFreien
1657,DR.HC
1658,Dread Head HQ
1659,Dream Hair Keratin (Pro Beauty Cosmetics)
1660,DreamCatchers
1661,Drew’s Honeybees
1662,Dropwise Essentials
1663,Dr.’s Remedy Enriched Nail Care
1664,Drugstore
1665,DRUIDE
1666,Drunk Elephant
1667,dryclub
1668,Drylock Technologies
1669,Duaderm
1670,Dual-Shave
1671,Dubois Beauty
1672,DUET
1673,DUFTE Manufaktur
1674,Duhmo
1675,dulce miel
1676,Dulexir
1677,Dunamiss Cosmetics
1678,Duo-Soft
1679,DuoLife
1680,duross & langel
1681,Duša
1682,DUŠA & KAMEN
1683,Dust & Glow
1684,"DuWop Cosmetics, LLC"
1685,DÜZÉ
1686,Dvie Ltd
1687,Dwell 212 by Slatkin + Co.
1688,Dylan’s Pet Food
1689,"Dynamite Marketing, Inc."
1690,DYP COSMETHIC
1691,Dlux Professional (JL International)
1692,Defiance Beauty by Nechami
1693,Elm Organics Norway
1694,E. Burnham Cosmetics
1695,E-SKIN
1696,Each & Every
1697,Ealu (C&S Innovation)
1698,EarPro
1699,EarSox
1700,Earth Alive Clean Technologies Inc.
1701,Earth Breeze
1702,Earth Calling
1703,Earth Conscious
1704,Earth Friendly Products
1705,Earth Harbor
1706,Earth Love Cosmetics
1707,Earth Mama Angel Baby
1708,Earth Origin
1709,Earth Scents
1710,Earth Science
1711,Earth Science Naturals
1712,Earth Solutions
1713,Earth Spirit Natural Home
1714,Earth Vibes
1715,Eartha Botanicals
1716,Earthangel Soaps
1717,Earthbaby
1718,Earthbath
1719,earthi ayurveda
1720,Earthium Organic Lifestyle India
1721,Earthly Body
1722,Earthnicity Minerals
1723,Earth’s Beauty
1724,Earthwise
1725,Earthwise Beauty
1726,EarthyBlend
1727,East Amber
1728,East Palace
1729,ebioNat
1730,Ecce Homo Sari
1731,Ecco Bella Botanicals
1732,ECHOstore
1733,Eco By Sonya
1734,Eco Chic Chick
1735,Eco Concepts
1736,Eco-DenT International
1737,Eco Design Company
1738,Eco Diva Natural
1739,Eco Dogs and Cats
1740,Eco-fin
1741,Eco Le Pont
1742,"Eco Lips, Inc."
1743,Eco Living Store
1744,Eco-Me
1745,ECO  Minerals
1746,ECO. Modern Essentials
1747,Eco & more
1748,Eco Orange
1749,Eco Sanitizer
1750,Eco Tan
1751,EcoBe (JK COS CO)
1752,EcoCompounds
1753,Ecoflora Cares
1754,EcoFox
1755,Ecokiss
1756,Ecologic Cosmetics
1757,Ecologica Skin Care
1758,Ecom Cosmetics
1759,Ecoombú
1760,Ecoplast Plastik Ambalaj
1761,Ecoshampoo
1762,ecostore
1763,ecoStore USA
1764,Ecosystem Laboratoire
1765,EcoTools
1766,Ecover (SC Johnson)
1767,EcoVibe Skin
1768,EcoWera
1769,EcoYou
1770,Ecozone
1771,EDEN BodyWorks
1772,Eden Organyx
1773,Eden Perfumes
1774,Edens Garden’s Essential Oils
1775,Edible Beauty
1776,eeny meeny
1777,EF Skincare
1778,EFM Skinscare
1779,"EGFOLOGY Co., Ltd."
1780,egh-Pharm
1781,egreeno
1782,EGUZ-BO INC.
1783,Egyptian Magic Skin Cream
1784,Eh-Maaya
1785,Eigard Essentials
1786,EIGHTH COLOR
1787,Eilish Billie Eilish
1788,Einhorn
1789,Ekanek
1790,EKOEH BRASIL
1791,Ekokimya
1792,ekoWorx
1793,El Amore Oak
1794,El Boticario de Vane
1795,El Girasol Mágico
1796,El Sol
1797,Elate Clean Cosmetics
1798,Elave Skincare
1799,Eleccio
1800,Electric Body
1801,Elegant Trio Colors Corporation
1802,Eleman Beauty
1803,Elemental Pick
1804,Elementary
1805,Elemento Mineral
1806,ELEPHAS (Connected Beauties)
1807,ELEVEN AUSTRALIA
1808,ELEWA Natural
1809,E.L.F. Cosmetics
1810,Elgine
1811,Elidor (Unilever)
1812,Elin Bianco
1813,EliRose Skincare
1814,ELIXIR beauty by Ashley Mandell
1815,Elixery
1816,Elixir de Flora (Nema Kozmetik Sanayi ve Ticaret Anonim Şirketi)
1817,Elixir Treatments
1818,Elizabeth Grady Face First
1819,Elizabeth Jane Natural Cosmetics (EJNC)
1820,Elizabeth Mott
1821,Elizabeth Van Buren Aromatherapy
1822,Elizza Garden
1823,ella+mila
1824,Ellana Mineral Cosmetics
1825,Ella’s Botanicals
1826,Ella’s Eve Cosmetics
1827,Elle Polish
1828,Elli K Park
1829,Elline Switzerland
1830,Ellingwood Soap Company
1831,Ellis Brooklyn
1832,ELLIS FAAS Cosmetics
1833,Ellovi
1834,Ellus and Krue
1835,Elme
1836,Eloise Beauty
1837,Eloken Perfumes
1838,ELON Nail & Skin Essentials
1839,ELUCX
1840,ELÜM SPA
1841,Elume
1842,Elwenn Cosmetics
1843,Elysium
1844,Elysius
1845,Emajne
1846,EMANI
1847,Embellish Skin Care
1848,EMBLÁ
1849,Emerald Forest (Natural Tropix Corporation)
1850,Emerge (Grupo Emerge)
1851,Emerita
1852,Emesh
1853,Emily Skin Soothers
1854,Eminence Organic Skin Care
1855,Emma Beauty
1856,Emma Jean Cosmetics
1857,Emma Lewisham
1858,Emmbros Overseas Lifestyle
1859,Emolyne Cosmetics
1860,Emporio Naranja
1861,Emporio Natural
1862,Emporio Organika
1863,Empress Me Cosmetics
1864,Empty Ave
1865,Emtage Beauty
1866,Énamour
1867,ENBAN TOKYO
1868,EncLifestyle
1869,Encore Soaps
1870,Energie Fruit (Beaute Resort)
1871,Enessa Organic Skin Care
1872,Enfusia
1873,Engelshaut Cosmetics
1874,English Rose Cosmetics
1875,Enlite
1876,Enphasis
1877,Envyderm Cosmetics Company
1878,Enya
1879,EO Products
1880,EOLIA COSMETICS
1881,Eora Brasil
1882,EOS Products
1883,Episencial
1884,EQ LOVE Cosmetics
1885,EQQUALBERRY
1886,Equator Pure Nature
1887,Equinature
1888,Equus Mare
1889,Era Organics
1890,Ere Perez Natural Cosmetics
1891,ERIK KENED PROFESSIONAL
1892,Erin’s Faces
1893,Erleia
1894,ERUi Cosmetics
1895,Eruslu Hygienic Products
1896,Erzulie® Natural Cosmetics (Progress In Health)
1897,E’s Garden Naturals
1898,eSalon
1899,eScential Wellness
1900,Esei
1901,Esensi Botanical Skincare
1902,ESHO Pharma
1903,Eskapharma Sag. Ur. ve Koz. San. Tic. A.S
1904,Espaçolaser
1905,Especially Hair
1906,Espigas
1907,Espinache
1908,Espíritu del Bosque
1909,ESQA
1910,Essanté Organics
1911,Esse Organic Skincare (The Esse Trust)
1912,essence
1913,Essence Nail Studio
1914,"Essence of Vali, Inc."
1915,Essencial Organics
1916,essenciel
1917,Essentia Beauty
1918,Essential 3
1919,Essential Aroma
1920,Essential Blommor
1921,Essential Oil Company
1922,Essentioils
1923,Esspire Limited
1924,Estelle & Thild
1925,Estrella Fugaz
1926,Esutras
1927,ESW Beauty
1928,ETAMINE DU LYS
1929,État d’esprit
1930,Etern’l
1931,Ethereal
1932,Ethereal Beauty
1933,Ethica Beauty
1934,Ethical Body
1935,Ethical House
1936,Ethical Living LTD
1937,Ethical Zinc
1938,Ethically Organic
1939,Ethiko
1940,Ethique
1941,Etico
1942,Etude Outdoor
1943,Eugène Perma
1944,Eunoia
1945,EUREKACOS
1946,European Perfume Works Co.
1947,European Wax Center
1948,Eva Jenae Naturals
1949,EVAANA WELLNESS
1950,Evalian Beauty
1951,Evande Facial Care
1952,"Evanger’s Dog and Cat Food Co., Inc."
1953,Eve & Rose
1954,Eveline Cosmetics
1955,Evelyn Iona Cosmetics
1956,Everblue
1957,"EverBrands, Inc."
1958,everdrop
1959,Everdry
1960,Everen
1961,Evergreen Consumer Brands
1962,Every Body Ltd.
1963,Every Man Jack
1964,Everybodi
1965,Everyday Esthetics
1966,Everyday Happy
1967,Everyday Humans
1968,Everyday Minerals
1969,EVERYDAZE
1970,Evian Facial Spray
1971,Evio Beauty Group
1972,evo labs
1973,EVOKE THE ELEMENTS
1974,EVORA
1975,EVYAP EVCİL
1976,EWBO
1977,Experimental Perfume Club
1978,Extraordinários Luxo Natural
1979,Exuberance International Inc.
1980,Eye of Love
1981,Eyeko
1982,EYEMIMO
1983,Eyes On You
1984,epielle (Kareway)
1985,Empress (SOKI FRAGRANCES)
1986,Fable & Mane
1987,Fabric
1988,Fabuluzz
1989,Faccia
1990,FACE Atelier
1991,Face Cult
1992,Face Halo
1993,Face Haus
1994,FACE IT NATURAL
1995,Face Natür
1996,Face Reality
1997,FACE Stockholm
1998,FaceCase
1999,Faces Canada
2000,FACES OF FEY
2001,Facetheory
2002,Facile
2003,Factorie (Cotton On)
2004,Factory Road
2005,FAE Beauty
2006,Fair and Flawless
2007,Fair Squared
2008,Fairy Girl
2009,"Faith Products, Ltd."
2010,Fallene
2011,Fancicion
2012,"Fanciful Fox, The"
2013,Fantastic Hairdresser Products Ltd.
2014,FantastiKa
2015,Fares Group
2016,FÄRG
2017,FARIA NATURALS SAC
2018,Faridah Ajmal Perfumes
2019,Farm Dog Naturals
2020,Farmaervas
2021,Farm&Co
2022,FarmHouse Fresh Goods
2023,FARMIC
2024,Farmstead Apothecary
2025,Fascinar
2026,Fashion Cosmeticos
2027,FastFill Pack
2028,Fatale Skincare
2029,FATBOY PRODUCTS
2030,FATCO
2031,Fate & Folly
2032,Fattore
2033,Fattore
2034,Faultless Starch/Bon Ami
2035,Faux Features
2036,fave4 haircare
2037,Favor Care Organics
2038,Fawwnity
2039,F&Co
2040,FeelClean
2041,Feito Brasil Cosmeticos
2042,Felps Professional
2043,FEMICURA
2044,Feminesque
2045,Feral Cosmetics
2046,FERI Flawless (GWT Corp.)
2047,Fernanda Petrizi Makeup
2048,Fernberry (Little Green Ferns Limited)
2049,Ferro Cosmetics
2050,Fetch…For Pets!
2051,Fetchgreen (VANSH ENTERPRISES)
2052,Fevour Cosmetics
2053,FEY Cosmetics
2054,FFØR Haircare
2055,Fieldtrip
2056,FiiLiT Parfum du Voyage
2057,Filabé
2058,Filigree Parfums
2059,Finally Pure
2060,Finchberry Soapery
2061,FINE Deodorant
2062,Fine Oils
2063,Fineau Basics
2064,Fiona Stiles Beauty
2065,FíOR Mineral Cosmetics
2066,FIORE (Rifaah Botanicals)
2067,Fire & Ashes
2068,Firooz Company
2069,First Aid Beauty
2070,Fit Kit
2071,Fitne (Logocos)
2072,Fitogaia
2073,Fittydent
2074,FiveLVS
2075,Fivesso
2076,Fix My Curls
2077,Fizz & Bubble
2078,Flanerie Skincare
2079,Flavie Richard
2080,Flawco Australia
2081,Flawless
2082,Fleabusters/Rx for Fleas
2083,Fleur de Point
2084,Flickable
2085,Floke
2086,flor cordillerana
2087,Flora Belleza Natural
2088,FLORA MAIA COSMÉTICOS
2089,Floral Street
2090,Floral Theory
2091,Floralia Organics
2092,florapothecarie
2093,Floratropia Paris
2094,Florence By Mills
2095,"Florere, Inc."
2096,Floresencia
2097,Floresta
2098,Florida Salt Scrubs
2099,FLOSLEK
2100,FLOWER
2101,Flower Essences of Fox Mountain
2102,Flowery Whiff
2103,Flurifresh (Alphamed)
2104,Flux Botanicals
2105,FLUX Undies Ltd
2106,Flying Baby SDN BHD
2107,Flying Squirrel Co.
2108,Flying with Air
2109,FNBrilliant
2110,Foamie
2111,FOLKESSENCE
2112,Folly Fire
2113,Fontella Cosmetics
2114,For All Dog Kind
2115,For-me
2116,For My Kids
2117,For Your Nails Only
2118,Fora Limited
2119,Forage Candle
2120,Forage Soaps
2121,Forest Heal INC.
2122,Forest Herbs
2123,Forest MD
2124,Forest Nymphs
2125,FORETDERM
2126,Forever Botanical Limited
2127,Forever Flutterings
2128,Forever Liss
2129,Formation Skincare (The Beauty Collective)
2130,Formula 10.0.6
2131,Formula Pura
2132,Formula X
2133,ForPro Professional Collection (TNG Worldwide)
2134,Forza de Vie
2135,Foster Naturals
2136,Fouka Organic Cosmetics
2137,Found Coffee
2138,Four Cow Farm
2139,Four Trees
2140,Fourth Ray
2141,Foxier Hair Company
2142,foy (Dr. Collins)
2143,FOYO (SNS TRENDSS)
2144,Fragile Cosmetics
2145,från krämer
2146,Franche Chiral Skin Care
2147,Frangipani Body Products
2148,Frank Body
2149,Frank & Rose
2150,Franklin & Whitman
2151,Fraser Research Labs
2152,FRÉ Skincare
2153,Frederika Make
2154,Free of…Bath & Body Care
2155,Freeda Vitamins
2156,FREEDOM Naturals
2157,Freeman Beauty
2158,Freeman Beauty
2159,Frella International
2160,frescent
2161,Fresh Face Skin
2162,Fresh Monster
2163,FRESHITY
2164,FREY
2165,Freya Botanica
2166,Friends of Nature
2167,FROM MOLLY WITH LOVE
2168,From Nina
2169,From Plants Beauty
2170,FROMVEDAS
2171,Frontier Natural Products Co-op
2172,Frownies (B&P Company)
2173,Fruble
2174,Fruit of the Earth
2175,Fruit Works England
2176,FRUITYBASKET
2177,Frula Beauty (The Clean Beauty Company)
2178,FRUU
2179,Fudge
2180,Full Mellow Cosmetics
2181,Full Unicorn
2182,FULLY FYNE
2183,FULSER KOZMETİK
2184,FUN Girl Nail
2185,F.U.N Lacquer
2186,Fün & Rayen
2187,Function of Beauty
2188,Fundamental Earth
2189,Fun’Ethic
2190,Furlove
2191,FURRMATE
2192,Furry Naturals
2193,Furtuna Skin
2194,Fusion Body Art
2195,Future Skin
2196,F.Y.N Professional
2197,Fysha
2198,"Fyve, Inc."
2199,Forest Essentials (Mountain Valley Springs)
2200,FLOVICHE
2201,G Colors
2202,G HAIR COSMETICS
2203,"G1 BIO Co.,Ltd"
2204,"Gabriel Cosmetics, Inc."
2205,Gaelle Organic
2206,Gaffer & Child
2207,Gaia Retreatment
2208,Gaia’s Melanin Shield
2209,Game Beauty
2210,Gamsung Global
2211,Garbo & Kelly
2212,Garden Botanika
2213,Garden City Essentials
2214,Garden Girl
2215,Garden of Life
2216,Gardenia Rose
2217,Garmon Corporation
2218,Gasm Cosmetics
2219,Gass Cosmetics
2220,Gauche Beauty
2221,GBH
2222,GCVM COSMETICS
2223,GDS Marcas
2224,Geekyclean
2225,Gelish
2226,GEL.IT.UP Greece
2227,Gelstory
2228,Geltor
2229,Gemstone Organic
2230,GENDECODE
2231,GENEBODY BOTANICALS
2232,GENIE THE BOTTLE
2233,Gentlemen’s Tonic
2234,Genuine Glow
2235,Geologie Cosmetics
2236,Georganics
2237,George Haircare
2238,Gerlindenaturals
2239,Geti Cosmetics
2240,Ghostwriter Holdings
2241,Giella
2242,Gigibee Beauty
2243,"Gilden Tree, The"
2244,Gimme Lash
2245,Ginger Lily Botanicals (TNG Worldwide)
2246,Ginger Milk Natural Care
2247,GINZAI
2248,GIO Cosmetics
2249,Giovanna Baby
2250,Giovanni Cosmetics
2251,Giraluna Cosmética
2252,Girlactik
2253,GIRLPALOOZA
2254,GIRLPOWER By Blush-Bar/Blush-Bar Brushes and Accessories
2255,gitti
2256,Give A Sht (Fitiki)
2257,Give Naturals
2258,Give Them Lala Beauty
2259,Giving Palette
2260,GKhair (Van Tibolli)
2261,GladGirl
2262,GLAM 35
2263,Glam and Glits
2264,Glam Factor (Empresas DBS)
2265,Glam Nails
2266,Glam Nation
2267,Glam Rock Nails
2268,Glamlite
2269,GlamOriginal
2270,Glamour Dolls
2271,GLAMRDIP
2272,Glamsquad
2273,Glaze
2274,Gleami Cosmetic
2275,Gleamin Inc.
2276,Gleer
2277,Glimmer Wish
2278,Gliss (Henkel)
2279,Glisten Cosmetics
2280,Glitter Moose
2281,Glitterized Life
2282,Global Beauty Care
2283,Glocurl
2284,Glorietta
2285,Glossmetics
2286,GLOV
2287,Glow Better
2288,Glow Ceuticals
2289,Glow Monster
2290,Glow Mood
2291,Glow Train Skincare
2292,Glow Vibes
2293,glowb
2294,Glowelle Skin
2295,Glowinc Potion (Royal Pesona Indonesia)
2296,Glowlab
